20201101,IT과학,경향신문,‘5G’ SKT 수도권서 잘 터지고 LGU 속도 가장 빨라,영국 조사기관 서울 등 3곳 조사 3사 다운로드 속도 300Mbps 넘어 경향신문 이동통신 3사 가운데 수도권에서 5세대 5G 서비스가 가장 잘 터지는 통신사는 SK텔레콤이고 속도가 가장 빠른 회사는 LG유플러스라는 조사 결과가 나왔다. 1일 영국 시장조사기관 오픈시그널에 따르면 지난 6 9월 서울과 인천 부산을 대상으로 실시한 통신 품질 조사 결과 3개 도시 모두에서 SK텔레콤의 5G 가용성이 가장 높은 것으로 나타났다. 이어 LG유플러스 KT 순이었다. 5G 가용성은 사람들이 가장 많이 서비스를 사용하는 장소에서 5G 네트워크 연결 시간의 비율을 측정한 것으로 휴대전화 사용 시간 대비 5G 접속 가능 시간의 비율을 의미한다. 가용성은 SK텔레콤은 서울 32.9% 인천 30.8% 부산 28.9%로 조사됐다. LG유플러스는 서울 30.6% 인천 25.2% 부산 23.6%였으며 KT는 서울 28.4% 인천 24.4% 부산 23.2%였다. 같은 기관의 지난 6월 발표에서는 15% 안팎이었다. 5G 다운로드 속도는 3개 도시에서 3사 모두 평균 속도가 300Mbps를 여유 있게 넘었다. 서울과 인천에서는 LG유플러스가 부산에서는 SK텔레콤이 가장 빠른 것으로 조사됐다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=032&aid=0003040804
20201101,IT과학,경향신문,‘취향 맞춤’ 인테리어 가전 상업용도 이젠 ‘형형색색’,삼성 카페·사무실·식당 공간용 3가지 파스텔톤 에어컨 출시 오브제 컬렉션 선보인 LG 개성 따라 145가지 재질·색상 조합 탈백색·탈실버 뚜렷…다양한 제품군으로 확대·고급화 가속도 경향신문 지난해 6월 맞춤형 냉장고 ‘비스포크’를 선보인 삼성전자가 전자레인지 식기세척기 소형냉장고에 이어 1일 비스포크 상업용 에어컨을 출시했다 왼쪽 사진 . 앞서 LG전자는 지난달 22일 새 공간 인테리어 가전 브랜드 ‘오브제 컬렉션’을 출시하며 냉장고 세탁기·건조기 스타일러 등 11개 신제품을 내놓았다 오른쪽 . 삼성전자·LG전자 제공 수십년간 거실과 주방을 차지해 온 ‘백색 가전’이 다양한 컬러로 옷을 갈아입고 있다. 코로나19로 집에 머무는 시간이 길어지며 인테리어 효과까지 낼 수 있는 가전 수요가 높아지면서다. 가전업계는 신혼부부와 MZ세대 1980 2000년대 초반 출생 등 젊은층은 물론 여러 세대와 활용처를 고려해 소비자가 직접 규격과 재질 색상을 조합해 완성할 수 있는 ‘취향 맞춤형’ 가전을 앞다퉈 출시 중이다. 삼성전자는 1일 감각적인 디자인을 적용한 비스포크 BESPOKE 상업용 스탠드 에어컨을 출시한다고 밝혔다. 삼성전자 측은 “기존의 획일적인 백색 디자인에서 벗어나 ‘프라임 핑크’ ‘콰이어트 그레이’ ‘세이지 블루’ 등 세련된 파스텔톤 색상 3가지를 적용했다”며 “카페나 식당 사무실 등 상업 공간에 맞춰 인테리어를 완성할 수 있다”고 소개했다. 삼성전자는 지난해 6월 고객이 소재·컬러·디자인을 마음대로 조합할 수 있는 ‘비스포크’ 냉장고를 선보이며 맞춤형 가전 시장을 공략하고 있다. 냉장고 이후 직화오븐 전자레인지 식기세척기 인덕션 등으로 제품군을 늘린 데 이어 이번에는 상업용 제품까지 비스포크 콘셉트를 확대했다. LG전자는 지난달 22일 공간 인테리어 가전 브랜드 ‘오브제 컬렉션’을 론칭하고 냉장고·식기세척기·스타일러 등 신제품 11종을 출시했다. 2018년 가구와 가전을 결합한 개인 맞춤 브랜드 ‘오브제’를 내놓으며 인테리어 가전 니치마켓 틈새시장 공략에 나선 데 이어 온 가족이 생활하는 집 전체로 제품군을 넓힌 것이다. LG전자도 색상에 특히 신경을 썼다. 각 세대의 다양한 취향을 반영하기 위해 글로벌 색채연구소인 미국 팬톤컬러연구소와 협업했으며 소비자가 직접 골라 바꿀 수 있는 재질과 색상의 조합이 총 145가지에 이른다. ‘취향 맞춤형 가전’ 경쟁이 치열해진 것은 신혼부부 등 젊은 소비자층을 중심으로 ‘나만의 개성’을 중시하는 개인화 성향이 강해졌기 때문이다. 제품 기능이 상향 평준화되면서 제품 본래의 기능보다 집 공간과 조화를 이루는 인테리어 소품 역할의 비중이 커졌다. 특히 젊은 소비자들이 컬러에 민감하게 반응하면서 오랫동안 ‘백색’으로 상징돼 온 생활가전 제품들은 다양한 컬러 조합으로 변화하고 있다. ‘백색’이 지겨운 나머지 실버 메탈 등 특정 컬러가 유행하던 시기가 있었지만 이제는 개인이 선호하는 컬러에 따라 선택 요인이 다양해졌다는 점이 특징이다. 코로나19로 인한 ‘집콕 수요’로 양대 전자회사 모두 가전부문에서 ‘역대급’ 실적을 올렸다는 점도 가전 고급화에 가속도가 붙는 요인이다. 삼성전자 CE 소비자가전 부문은 올해 3분기 매출 14조900억원 영업이익 1조5600억원을 기록하며 역대 최대 영업이익을 냈다. LG전자 생활가전 부문인 H A사업본부도 3분기 6조1558억원의 매출과 6715억원의 영업이익을 달성하며 분기 최고 실적을 기록했다. 오랜 정체로 ‘지루한 시장’으로 여겨졌던 냉장고 판매 시장에도 변화를 불러왔다. 삼성전자는 지난해 6월 비스포크 냉장고 출시 후 냉장고 부문 매출이 30% 성장했다고 밝혔다. 전자업계 관계자는 “소비자들이 집에 머무는 시간이 길어지면서 높아진 인테리어에 대한 관심이 가전 수요에도 반영된 것으로 보인다”며 “개인의 취향을 파고드는 맞춤형 가전은 더욱 다양한 제품군으로 확대될 것”이라고 말했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=032&aid=0003040783
20201101,IT과학,경향신문,KT ‘포토북’ 서비스 가입자 1만명 돌파 포토뉴스,경향신문 YHAP YHAP KT 모델들이 1일 월 5000원의 이용료로 매월 ‘포토북’ 책자 한 권을 받아볼 수 있는 구독형 서비스 ‘KT 포토북’을 소개하고 있다. 이 서비스는 최근 가입자 1만명을 돌파했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=032&aid=0003040808
20201101,IT과학,경향신문,신선식품 온라인 유통 과제는 ‘품질의 디지털화’ 친절한 식품 이야기,경향신문 얼마 전 CNN은 아마존 소유의 기업인 ‘홀 푸드 마켓’이 뉴욕 브루클린에 ‘다크 스토어 dark store ’를 개점했다는 소식을 보도했다. 작은 물류 거점인 다크 스토어는 소비자가 방문 없이 온라인으로 주문하면 직원이 진열대에서 상품을 골라 배송하는 시스템으로 운영된다. 해당 기사에서는 홀 푸드 마켓뿐 아니라 월마트 스톱 앤 숍 하이 비 등도 식품 배송을 위해 유사한 개념의 매장을 열었다고 전했다. 코로나19로 한국을 비롯한 미국 유럽 중국 등의 온라인 마켓 매출은 최소 200% 이상 증가했고 이 중에서도 식품의 비중이 가장 컸다고 한다. 비접촉식 배송과 무인마켓이 등장했고 무인배송도 서비스 중이다. 이동제한 조치에 따른 ‘홈코노미 home economy ’가 활발해지고 있는 것이다. 초고속 배송 콜드체인 물류가 확대되던 차에 코로나19가 전통적인 대면 소비 방식을 차단함으로써 온라인 전환을 위한 인공지능 사물인터넷 증강현실 등의 정보통신기술 ICT 이 유통산업에 속속 접목되고 있다. 코로나19 이전에도 거점 물류창고 온라인 쇼핑 무인점포 등이 시도돼 왔으나 코로나19는 고객과 기업 모두에게 온라인 마켓으로의 전환을 필수 불가결한 선택으로 만들고 있다. 신선식품은 상품의 표준화 품질 확인 유통과정에서의 품질 변화 억제가 완벽하지 못하다는 점 때문에 비대면 쇼핑으로의 전환이 어려운 품목으로 여겨져 왔다. 2019년 발간된 한국농촌경제연구원의 식품소비행태조사 통계보고서에 따르면 온라인을 통해 식품을 구입하지 않는 첫 번째 이유로 32.2%의 응답자가 ‘품질을 신뢰할 수 없어서’를 두 번째 이유로 ‘상품정보 획득이 어려워서’를 들었다고 한다. 특히 채소류와 과일류에선 각각 50.8%와 48.2%의 응답자가 우선 확인하는 정보 1순위로 신선도를 꼽았다. 생산과 공급이 우선시되던 유통 체계는 비대면의 온라인 마켓 비중이 커지면서 소비자가 중심이 되고 소비자를 지향하는 형태로 빠르게 전환되고 있다. 또한 개인의 구매 경험보다는 과학적인 데이터에 근거한 상품 선택 추세가 확대될 것이며 이에 따라 온·오프라인을 막론하고 상품에 대한 신뢰도가 증가할 것으로 보인다. 식품과학은 신선식품의 유통체계를 ‘온라인 시프트 online shift ’ 형태로 변화시키는 것을 비롯해 신선식품의 품질을 디지털화하기 위해 다양한 노력을 하고 있다. 대량의 데이터를 고속으로 처리할 수 있는 정보통신기술과 인공지능을 이용한 기계학습 분광분석기술을 융합함으로써 사람의 시각적·경험적 판단이나 화학적 분석을 수행하지 않고도 식품 내부의 정보를 얻을 수 있는 기술이 급속하게 발전하고 있다. 또한 연구기관과 기업을 중심으로 지능화된 정보에 기초해 신선도와 과일의 숙도 등을 파악할 수 있는 기술의 상용화도 완성 단계에 와 있다. 이러한 기술은 신선식품의 거래와 유통방식을 바꾸고 정착하는 데 도움을 준다. 또 생산자나 유통 관리자에게 효과적인 물류관리를 할 수 있게 하고 부패나 변질 등의 예측이 가능하게 함으로써 소비자를 보호하는 데에도 일조할 것으로 기대된다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=032&aid=0003040777
20201101,IT과학,매일경제,포토 한국 담원 게이밍 롤드컵 우승,한국 프로게임팀 담원 게이밍 소속 선수들이 지난달 31일 중국 상하이에서 열린 2020 리그오브레전드 LoL 월드 챔피언십 롤드컵 결승전에서 중국팀 쑤닝을 꺾은 뒤 우승컵을 들고 환호하고 있다. LoL 제작사인 라이엇게임즈는 담원 게이밍이 쑤닝을 세트 스코어 3대1로 누르며 2017년 창단 후 첫 우승컵을 잡았다고 1일 밝혔다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=009&aid=0004686485
20201101,IT과학,머니투데이,故이건희 리더십 감명 저커버그 동문 이재용에 위로 메일 썼다,머니투데이 조성훈 기자 마크 저커버그 페이스북 CEO 사진제공 외부 마크 저커버그 페이스북 창업자 겸 최고경영자 CEO 가 이재용 삼성전자 부회장에게 부친 고 이건희 회장에 대한 애도의 뜻을 전한 것으로 확인됐다. 1일 페이스북코리아에 따르면 마크 저커버그 CEO는 지난달 26일 이 부회장에게 위로의 뜻이 담긴 이메일을 통해 이건희 회장이 삼성전자를 경영하면서 탁월한 리더십으로 글로벌 정보기술 업계에 족적을 남겼다는 점을 강조하며 추모의 뜻을 전했다. 메일을 보낸 날 저커버그 CEO는 페이스북코리아를 통해 서울 일원동 서울삼성병원 장례식장에 마련된 이 회장 빈소에 조화도 보냈다. 마크 저커버그 CEO는 이재용 부회장과 하버드대 동문이기도 하다. 그는 2004년 하버드대를 중퇴해 페이스북을 창업했고 2017년 명예법학박사 학위를 받았다. 이재용 부회장은 2000년 하버드대 경영대학원에서 박사과정을 수료했다. 이건희 삼성그룹 회장이 별세한 25일 이재용 삼성전자 부회장이 회장의 빈소가 마련된 서울 강남구 삼성서울병원 장례식장에 들어서고 있다. 사진 김휘선 기자 hwijpg 두 사람은 매년 7월 미국 아이다호주 선밸리 리조트에서 열리는 비공식 사교행사 선밸리 컨퍼런스에서 만나 인연을 쌓아온 것으로 전해졌다. 선밸리 컨퍼런스는 미국 투자은행 앨런앤코가 미국 중서부 아이다호 주 선밸리 리조트에서 개최하는 비공식 사교모임이다. 전세계 주요 IT 금융 미디어 종사자 들이 휴가를 겸해 모이는데 이 부회장은 2002년 국내 인사로는 처음으로 이 행사에 초청받았다. 이 자리에서 마크 저커버그 CEO는 이 부회장과 만나 글로벌 IT 트렌드와 기술진화 방향에 대해 의견을 나눴고 2013년과 2014년 방한해 삼성전자 본사와 수원 사업장을 찾기도 했다. 2016년 2월에는 이 부회장이 미국을 찾아 마크 저커버그 CEO를 만났고 그를 삼성갤럭시S7 언팩 연사로 깜짝 초청하며 우정을 과시하기도 했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=008&aid=0004493134
20201101,IT과학,블로터,SNS에세이참을 수 없는 가벼움 악플에 멍든 틱톡,악플 악성댓글 이 나쁘다는 건 누구나 다 압니다. 모두에게 치명적이죠. 하지만 악플러들은 대상을 가리는 법이 없는데요. 그중 최근 10대를 중심으로 가장 인기 있는 SNS 중 하나인 ‘틱톡 Tiktok ’을 보면 그 정도가 점점 도를 지나치고 있다는 생각이 듭니다. 틱톡을 오랫동안 이용하며 느낀 특징 중 하나는 소통 장벽이 낮다는 점입니다. 화면 하나를 가득 채우는 세로 영상 한쪽에는 ‘좋아요’를 뜻하는 하트가 있고 바로 밑에 댓글 버튼이 있습니다. 오른손잡이라면 손가락으로 영상을 넘길 때 가깝게 닿는 곳에 있어 영상을 보고 나면 자연스레 댓글도 확인하게 되는데요. 사용자경험 UX 설계 면에서는 뛰어난 디자인으로 생각됩니다. 틱톡 사용 화면 갈무리 내 댓글에 누군가 ‘하트’를 누르면 계속 알림을 받게 돼 댓글을 쓰는 재미도 적잖습니다. 공감 받는다는 즐거움이 있죠. 또 영상을 올리는 ‘틱톡커’에겐 특정 댓글을 선택하고 답변 영상을 제작하는 ‘회신’ 기능도 주어져 있어 다른 영상 플랫폼 대비 콘텐츠당 댓글 수가 많고 소통도 활발하게 이루어지는 것으로 보입니다. 그러나 댓글을 읽고 쓰는 시스템이 친절한 것과 달리 이를 관리하는 기능은 불친절합니다. 프로그램에 의한 기본적인 욕설 필터링도 없어 ‘씨X’ 같은 원색적 욕이 그대로 노출될 수 있고 신고 버튼은 찾아보기 어렵습니다. 댓글을 길게 눌러야 ‘신고’ 메뉴에 진입할 수 있는데 평소 악플 신고에 대한 앱 내 가이드가 없어 관심이 없다면 이런 기능이 있다는 사실조차 알기 어렵습니다. 결국 틱톡 특유의 가볍고 자유로운 분위기 만큼이나 어떤 영상에서든 틱톡커를 비하하는 댓글도 쉽게 찾아볼 수 있는데요. 영상 내용에 대한 비난은 애교입니다. 외모 비하 인종차별을 비롯한 각종 인격 모독적 발언은 물론이고 성희롱에 해당하는 댓글도 심각한 수준입니다. 특히 여성 틱톡커가 등장하는 영상에는 그 수위가 차마 눈 뜨고 보기 어려울 정도로 높아지곤 하는데요. 때론 악플에 항의하는 영상을 만들어 올린 틱톡커가 제재를 받는 황당한 경우도 목격된다 ‘팔로잉’ 기능을 활용해 자신이 싫어하는 틱톡커를 등록해 두고 영상이 업로드 되면 찾아와 악플을 남기는 이들도 있다. ‘따뜻한 말 한마디 해주라’는 댓글 입력창 알림 메시지가 덧없어 보인다. 특히 걱정되는 부분은 악플과 성희롱 대상으로 전락한 틱톡커 상당수에 미성년자도 포함된다는 점입니다. 악플은 누구에게나 고통스럽지만 정신적으로 덜 성숙하고 외부 평가에 민감한 10대일수록 같은 악플이라도 부정적인 영향을 더 많이 받기 마련입니다. 실제 그동안 어린 틱톡커들이 ‘악플을 제발 멈춰 달라’고 눈물로 호소하는 영상을 여러 번 보았고 악플에 지쳐 잠시 활동을 중단했다가 돌아오면 득달같이 찾아와 독설을 퍼붓는 사람들도 흔하게 볼 수 있었습니다. 정말 결코 끝나지 않을 악순환을 보고 있는 듯한 느낌인데요. 틱톡은 하루빨리 현재 서비스가 누리고 있는 인기에 비해 미흡한 악플 관리 시스템을 전면 보강하고 악플러에 대한 강력한 제재 캠페인을 개진해 ‘소 잃고 외양간 고치는’ 일이 발생하지 않도록 대응해야 할 것 같습니다. 악플이 문화가 되고 그것에 익숙해지는 사람들은 악플러 자신 뿐입니다. 피해자들은 평생을 상처 속에 살아가게 된다는 점에서 악플은 분명 소리 없는 살인 혹은 잠재적 살인과 다를 바 없죠. 과거 모 인기 작가는 한 프로그램에서 이렇게 말했습니다. “악플은 무뎌지거나 질리는 게 없다. 보고 또 봐도 새롭다.” 악플에 결코 면역 따위는 없다는 이야기입니다. 더 이상의 피해자 양산을 막기 위해서라도 악플 근절을 위한 사회적 교육과 계몽 플랫폼 차원의 강력한 자정 조치가 필요한 시기입니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=293&aid=0000031638
20201101,IT과학,매일경제,애플 불량 에어팟 프로 리콜…노이즈 캔슬링 미작동,에어팟 프로 왼쪽 과 2세대 에어팟. 사진 애플 애플이 음질 문제를 겪는 노이즈 캔슬링 이어폰 에어팟 프로 를 무상 교환 리콜 한다. 1일 업계에 따르면 애플은 지난달 30일 자사 홈페이지를 통해 극히 일부의 에어팟 프로에서 사운드 문제가 발생할 수 있음을 확인했다 며 해당 제품은 2020년 10월 전에 제조됐다 고 했다. 애플에 따르면 일부 에어팟 프로는 시끄러운 환경에서 운동 중이거나 통화 중 날카로운 소리 또는 잡음이 커지거나 액티브 노이즈 캔슬링이 정상적으로 작동하지 않는 문제가 발생했다. 애플은 최초 구매일 2년 이내 제품에 대해 애플 또는 애플 공인 서비스 업체에서 무상으로 교환해 준다. 에어팟 프로 케이스는 무상 교환에 해당되지 않는다. 에어팟 프로 외 다른 에어팟 모델 역시 이번 무상 교환 품목 적용 대상이 아니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=009&aid=0004686478
20201101,IT과학,이데일리,애플 음질문제 있는 ‘에어팟 프로’ 리콜,이데일리 황현규 기자 애플이 음질 문제를 겪는 노이즈 캔슬링 이어폰 ‘에어팟 프로’에 대해 무상 교환 리콜 을 시작한다. 1일 업계에 따르면 애플은 지난달 30일 자사 홈페이지를 통해 “극히 일부의 에어팟 프로에서 사운드 문제가 발생할 수 있음을 확인했다. 해당 제품은 2020년 10월 전에 제조됐다”고 설명했다. 애플은 문제가 발생한 제품 중 최초 구매일 2년 이내 상품에 한해 애플 또는 애플 공인 서비스 업체에서 무상으로 교환해 준다. 애플 등에 따르면 일부 에어팟 프로는 시끄러운 환경에서 운동 중이거나 통화 중 날카로운 소리 또는 잡음이 커지거나 액티브 노이즈 캔슬링이 정상적으로 작동하지 않는 문제가 발생했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=018&aid=0004774853
20201101,IT과학,한국경제,애플 잡음 문제 에어팟 프로 리콜,애플이 음질 문제를 겪는 노이즈 캔슬링 이어폰 에어팟 프로 에 대해 무상 교환 리콜 을 해준다. 1일 업계에 따르면 애플은 지난달 30일 자사 홈페이지를 통해 극히 일부의 에어팟 프로에서 사운드 문제가 발생할 수 있음을 확인했다 며 해당 제품은 2020년 10월 전에 제조됐다 고 설명했다. 애플에 따르면 일부 에어팟 프로는 시끄러운 환경에서 운동 중이거나 통화 중 날카로운 소리 또는 잡음이 커지거나 액티브 노이즈 캔슬링이 정상적으로 작동하지 않는 문제가 발생했다. 애플은 최초 구매일 2년 이내 제품에 대해 애플 또는 애플 공인 서비스 업체에서 무상으로 교환해 준다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=015&aid=0004441596
